Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
2024,"Corbin Carroll","ARI",158,684,22,121,74,35,0.106725146,0.190058479,0.196943973,0.255605381,0.23089983,0.321585903,0.427843803,0.3248603077011837,,106.68507481639462,11.110288195312023,16.57822716003698,-0.2537130117416382,4.038406886970951,"Corbin Carroll",25878,682998
2022,"Jack Larsen","SEA",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.23740986922398064,-0.25902977026998997,-0.04880357535706283,"Jack Larsen",20510,677223
2023,"Rafael Ortega","NYM",47,136,1,16,8,6,0.147058823,0.242647058,0.052631579,0.3,0.219298245,0.34074074,0.271929824,0.2882422813662776,,82.3032391647964,1.2429034123197198,-1.7387087265276469,-0.2651117444038391,0.26096178058383684,"Rafael Ortega",10323,542364
2023,"Cal Mitchell","PIT",2,5,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.13918057680130005,,-23.75879068611125,-0.007705123629420996,-0.7742975410443623,-0.2738850750029087,-0.08758179339310565,"Cal Mitchell",22169,668751
2024,"Isaac Collins","MIL",11,19,0,0,0,1,0.105263157,0.526315789,0,0.285714285,0.117647058,0.210526315,0.117647058,0.1653517296439723,,0.5875023877067596,0.1676065156934783,-2.091079538291343,-0.2767210826277733,-0.17919529087918007,"Isaac Collins",25477,686555
2023,"Corey Julks","HOU",93,323,6,35,33,15,0.068111455,0.232198142,0.107382551,0.305936073,0.244966442,0.297213622,0.352348993,0.28559610330652524,,80.24945799142914,1.1690687239170074,-6.474815824982846,-0.2821507453918457,0.43261513664886175,"Corey Julks",20311,667452
2024,"Bubba Thompson","CIN",17,18,0,5,0,5,0,0.611111111,0.055555555,0.285714285,0.111111111,0.111111111,0.166666666,0.11867538094520569,,-36.93128305050248,1.2598790749907494,-1.6875031972056327,-0.29286371171474457,-0.14262126838917646,"Bubba Thompson",22261,669352
2022,"Narciso Crook","CHC",4,9,0,1,2,0,0,0.333333333,0.125,0.333333333,0.25,0.222222222,0.375,0.23836975627475315,,52.79287400549564,-0.09996095998212695,-0.5935851525384596,-0.29585806652903557,-0.06088012869820119,"Narciso Crook",17473,643271
2023,"Matt Vierling","DET",134,530,10,63,44,6,0.083018867,0.211320754,0.127348643,0.32122905,0.260960334,0.328922495,0.388308977,0.31459067829630594,,99.99371707096358,-0.1661322838626802,-0.17012226279382148,-0.2962641716003418,1.7689530800157345,"Matt Vierling",21558,663837
2023,"Travis Jankowski","TEX",107,287,1,34,30,19,0.121951219,0.146341463,0.068825911,0.310679611,0.263157894,0.356643356,0.331983805,0.31229395862225884,,97.2347106994797,2.955844324082136,2.0049000926187484,-0.3038480281829834,1.1527133631421953,"Travis Jankowski",13768,608671
2022,"Luis Liberato","SDP",7,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.214471990317844,-0.3282582378014922,-0.14392096635741847,"Luis Liberato",17307,642451
2023,"Trey Cabbage","LAA",22,56,1,5,7,1,0.035714285,0.464285714,0.113207547,0.37037037,0.207547169,0.232142857,0.320754716,0.2375882672412055,,43.67477727028406,-0.07430864637717605,-3.853714427520366,-0.33766424655914307,-0.22613162503970058,"Trey Cabbage",21078,663550
